"occasions_drawn","n_occasions","n_items","cor_ICC.z_min","cor_ICC.z_mean","cor_ICC.z_max","difference.z_mean","difference.z_median","difference.z_min_id","difference.z_max_id","difference.z_min","difference.z_max","RMSE.z_min","RMSE.z_mean","RMSE.z_max","sd_ICC.z_min","sd_ICC.z_mean","sd_ICC.z_max","rel_min","rel_mean","rel_max","percnegICC_raw_min","percnegICC_raw_mean","percnegICC_raw_max","estimationProbNeg_raw_min","estimationProbNeg_raw_mean","estimationProbNeg_raw_max","estimationProbPos_raw_min","estimationProbPos_raw_mean","estimationProbPos_raw_max","N_rel_min","N_rel_mean","N_rel_max","N_cor_ICC.z_min","N_cor_ICC.z_mean","N_cor_ICC.z_max","N_valid_ICC.z_handled_min","N_valid_ICC.z_handled_mean","N_valid_ICC.z_handled_max","n_skipped_persons_var_min","n_skipped_persons_var_mean","n_skipped_persons_var_max","RMSE.z_N_min","RMSE.z_N_mean","RMSE.z_N_max"
"by order",40,8,0.865,0.9,0.913,-0.058,-0.045,88,166,-0.756,0.593,NA,NA,NA,0.319,0.328,0.345,0.852,0.859,0.873,0.017,0.025,0.028,0,0,0,0,0,0,176,176,176,176,176,176,176,176,176,0,0,0,NA,NA,NA
"by order",40,9,0.919,0.919,0.919,-0.016,0,88,166,-0.737,0.593,NA,NA,NA,0.332,0.332,0.332,0.865,0.865,0.865,0.023,0.023,0.023,0,0,0,0,0,0,176,176,176,176,176,176,176,176,176,0,0,0,NA,NA,NA
"by order",50,3,0.462,0.706,0.799,-0.343,-0.364,88,158,-0.854,0.059,NA,NA,NA,0.231,0.29,0.402,0.705,0.804,0.903,0.023,0.165,0.369,0,0,0,0,0.452,4,163,175.298,176,163,175.298,176,163,175.298,176,0,0.25,9,NA,NA,NA
"by order",50,4,0.162,0.752,0.858,-0.259,-0.28,88,166,-0.83,1.947,NA,NA,NA,0.246,0.441,1.977,0.77,0.854,0.996,0.023,0.09,0.284,0,0,0,0,0.016,1,175,175.976,176,175,175.976,176,175,175.976,176,0,0.008,1,NA,NA,NA
"by order",50,5,0.748,0.846,0.894,-0.209,-0.209,88,133,-0.807,0.073,NA,NA,NA,0.272,0.301,0.404,0.823,0.853,0.92,0.017,0.055,0.176,0,0,0,0,0.048,1,175,175.952,176,175,175.952,176,175,175.952,176,0,0,0,NA,NA,NA
"by order",50,6,0.821,0.884,0.917,-0.152,-0.144,88,133,-0.786,0.157,NA,NA,NA,0.284,0.306,0.377,0.844,0.864,0.911,0.011,0.034,0.08,0,0,0,0,0.012,1,175,175.988,176,175,175.988,176,175,175.988,176,0,0,0,NA,NA,NA
"by order",50,7,0.873,0.912,0.936,-0.101,-0.092,88,133,-0.767,0.229,NA,NA,NA,0.296,0.311,0.354,0.86,0.873,0.902,0.011,0.023,0.051,0,0,0,0,0,0,176,176,176,176,176,176,176,176,176,0,0,0,NA,NA,NA
"by order",50,8,0.919,0.933,0.945,-0.054,-0.043,88,133,-0.747,0.292,NA,NA,NA,0.308,0.316,0.332,0.874,0.88,0.892,0.006,0.014,0.023,0,0,0,0,0,0,176,176,176,176,176,176,176,176,176,0,0,0,NA,NA,NA
"by order",50,9,0.95,0.95,0.95,-0.012,0,88,133,-0.725,0.349,NA,NA,NA,0.32,0.32,0.32,0.885,0.885,0.885,0.006,0.006,0.006,0,0,0,0,0,0,176,176,176,176,176,176,176,176,176,0,0,0,NA,NA,NA
"by order",60,3,0.459,0.716,0.826,-0.34,-0.362,88,158,-0.732,0.055,NA,NA,NA,0.217,0.281,0.391,0.723,0.825,0.915,0.023,0.148,0.352,0,0,0,0,0.381,4,169,175.56,176,169,175.56,176,169,175.56,176,0,0.06,3,NA,NA,NA
