"occasions_drawn","n_occasions","n_items","cor_ICC.z_min","cor_ICC.z_mean","cor_ICC.z_max","difference.z_mean","difference.z_median","difference.z_min_id","difference.z_max_id","difference.z_min","difference.z_max","RMSE.z_min","RMSE.z_mean","RMSE.z_max","sd_ICC.z_min","sd_ICC.z_mean","sd_ICC.z_max","rel_min","rel_mean","rel_max","percnegICC_raw_min","percnegICC_raw_mean","percnegICC_raw_max","estimationProbNeg_raw_min","estimationProbNeg_raw_mean","estimationProbNeg_raw_max","estimationProbPos_raw_min","estimationProbPos_raw_mean","estimationProbPos_raw_max","N_rel_min","N_rel_mean","N_rel_max","N_cor_ICC.z_min","N_cor_ICC.z_mean","N_cor_ICC.z_max","N_valid_ICC.z_handled_min","N_valid_ICC.z_handled_mean","N_valid_ICC.z_handled_max","n_skipped_persons_var_min","n_skipped_persons_var_mean","n_skipped_persons_var_max","RMSE.z_N_min","RMSE.z_N_mean","RMSE.z_N_max"
"random",60,6,0.406,0.903,0.951,-0.147,-0.16,152,109,-0.224,0.051,0.088,0.202,0.755,0.25,0.292,1.434,0.834,0.875,0.995,0,0.03,0.091,0,0,0,0,0.016,1,175,175.984,176,175,175.984,176,175,175.984,176,0,0,0,4930,4999.557,5000
"random",60,7,0.4,0.934,0.968,-0.095,-0.102,152,109,-0.16,0.034,0.068,0.147,0.35,0.259,0.295,1.447,0.849,0.883,0.995,0,0.02,0.068,0,0,0,0,0.001,1,175,175.999,176,175,175.999,176,175,175.999,176,0,0,0,4998,4999.983,5000
"random",60,8,0.846,0.958,0.981,-0.048,-0.051,152,109,-0.102,0.017,0.044,0.099,0.291,0.265,0.299,0.342,0.858,0.889,0.915,0,0.015,0.04,0,0,0,0,0,0,176,176,176,176,176,176,176,176,176,0,0,0,5000,5000,5000
"random",60,9,0.879,0.976,0.992,-0.004,-0.002,152,84,-0.047,0.011,0.018,0.057,0.229,0.279,0.303,0.331,0.875,0.894,0.911,0.006,0.014,0.028,0,0,0,0,0,0,176,176,176,176,176,176,176,176,176,0,0,0,5000,5000,5000
"by order",14,3,0.369,0.526,0.627,-0.386,-0.389,123,79,-0.978,0.151,NA,NA,NA,0.283,0.36,0.458,0.217,0.501,0.7,0.111,0.246,0.382,0,0,0,1,2.952,9,121,164.214,174,121,164.214,174,121,164.214,174,0,8.833,46,NA,NA,NA
"by order",14,4,0.39,0.594,0.674,-0.319,-0.308,112,79,-0.955,0.959,NA,NA,NA,0.311,0.416,1.564,0.421,0.601,0.977,0.097,0.196,0.391,0,0,0,1,2.286,6,153,169.119,175,153,169.119,175,153,169.119,175,0,4.595,20,NA,NA,NA
"by order",14,5,0.57,0.641,0.688,-0.264,-0.247,112,84,-0.946,0.449,NA,NA,NA,0.321,0.381,0.443,0.491,0.634,0.733,0.08,0.162,0.302,0,0,0,1,1.952,4,164,171.548,175,164,171.548,175,164,171.548,175,0,2.5,9,NA,NA,NA
"by order",14,6,0.266,0.34,0.396,-0.04,-0.186,112,73,-0.93,17.763,NA,NA,NA,1.46,1.845,2.498,0.976,0.984,0.992,0.045,0.118,0.229,0,0,0,0,0.012,1,169,174.655,176,169,174.655,176,169,174.655,176,0,1.333,7,NA,NA,NA
"by order",14,7,0.649,0.685,0.704,-0.162,-0.133,112,84,-0.91,0.641,NA,NA,NA,0.375,0.398,0.428,0.653,0.691,0.734,0.08,0.114,0.165,0,0,0,1,1.444,3,171,173.917,175,171,173.917,175,171,173.917,175,0,0.639,3,NA,NA,NA
"by order",14,8,0.294,0.381,0.405,0.006,-0.09,71,73,-0.924,17.56,NA,NA,NA,1.45,1.579,2.013,0.977,0.98,0.988,0.062,0.08,0.108,0,0,0,0,0,0,174,175.778,176,174,175.778,176,174,175.778,176,0,0.222,2,NA,NA,NA
"by order",14,9,0.701,0.701,0.701,-0.076,-0.048,71,166,-0.943,0.807,NA,NA,NA,0.414,0.414,0.414,0.726,0.726,0.726,0.068,0.068,0.068,0,0,0,1,1,1,175,175,175,175,175,175,175,175,175,0,0,0,NA,NA,NA
"by order",20,3,0.355,0.607,0.715,-0.362,-0.356,112,158,-0.952,0.109,NA,NA,NA,0.282,0.351,0.47,0.474,0.649,0.81,0.114,0.228,0.359,0,0,0,0,1.762,7,138,169.762,176,138,169.762,176,138,169.762,176,0,4.476,31,NA,NA,NA
"by order",20,4,0.339,0.66,0.753,-0.283,-0.286,112,84,-0.939,2.381,NA,NA,NA,0.317,0.501,1.527,0.63,0.756,0.984,0.08,0.148,0.253,0,0,0,0,1,3,160,173.127,176,160,173.127,176,160,173.127,176,0,1.873,13,NA,NA,NA
"by order",20,5,0.431,0.725,0.77,-0.232,-0.217,112,84,-0.923,0.492,NA,NA,NA,0.337,0.39,1.449,0.692,0.76,0.983,0.062,0.131,0.259,0,0,0,0,0.706,3,170,174.492,176,170,174.492,176,170,174.492,176,0,0.802,5,NA,NA,NA
"by order",20,6,0.388,0.751,0.783,-0.176,-0.162,112,84,-0.902,0.804,NA,NA,NA,0.366,0.407,1.442,0.749,0.786,0.984,0.045,0.093,0.176,0,0,0,0,0.429,2,173,175.262,176,173,175.262,176,173,175.262,176,0,0.31,2,NA,NA,NA
"by order",20,7,0.728,0.772,0.792,-0.127,-0.11,112,84,-0.878,0.684,NA,NA,NA,0.377,0.404,0.433,0.771,0.8,0.826,0.045,0.084,0.136,0,0,0,0,0.25,1,175,175.667,176,175,175.667,176,175,175.667,176,0,0.083,1,NA,NA,NA
"by order",20,8,0.771,0.786,0.794,-0.083,-0.057,112,84,-0.851,0.745,NA,NA,NA,0.4,0.412,0.43,0.8,0.811,0.827,0.051,0.064,0.091,0,0,0,0,0.111,1,175,175.889,176,175,175.889,176,175,175.889,176,0,0,0,NA,NA,NA
"by order",20,9,0.797,0.797,0.797,-0.042,-0.012,112,84,-0.821,0.801,NA,NA,NA,0.419,0.419,0.419,0.821,0.821,0.821,0.057,0.057,0.057,0,0,0,0,0,0,176,176,176,176,176,176,176,176,176,0,0,0,NA,NA,NA
"by order",30,3,0.228,0.62,0.742,-0.341,-0.373,88,73,-0.85,1.631,NA,NA,NA,0.265,0.506,1.528,0.617,0.775,0.988,0.074,0.196,0.378,0,0,0,0,0.702,5,149,173.345,176,149,173.345,176,149,173.345,176,0,1.952,22,NA,NA,NA
"by order",30,4,0.139,0.625,0.794,-0.26,-0.28,88,166,-0.818,5.204,NA,NA,NA,0.28,0.632,1.468,0.694,0.83,0.989,0.04,0.119,0.273,0,0,0,0,0.127,3,166,175.286,176,166,175.286,176,166,175.286,176,0,0.587,7,NA,NA,NA
"by order",30,5,0.426,0.777,0.831,-0.225,-0.213,88,166,-0.784,0.426,NA,NA,NA,0.299,0.347,1.443,0.75,0.803,0.989,0.034,0.091,0.21,0,0,0,0,0.183,3,172,175.643,176,172,175.643,176,172,175.643,176,0,0.175,3,NA,NA,NA
"by order",30,6,0.746,0.811,0.85,-0.17,-0.153,88,166,-0.751,0.535,NA,NA,NA,0.31,0.345,0.397,0.776,0.818,0.863,0.028,0.063,0.131,0,0,0,0,0.083,1,174,175.881,176,174,175.881,176,174,175.881,176,0,0.036,1,NA,NA,NA
"by order",30,7,0.225,0.827,0.866,-0.117,-0.101,88,166,-0.72,1.111,NA,NA,NA,0.329,0.381,1.47,0.807,0.833,0.99,0.028,0.05,0.102,0,0,0,0,0,0,176,176,176,176,176,176,176,176,176,0,0,0,NA,NA,NA
"by order",30,8,0.83,0.854,0.867,-0.074,-0.051,88,166,-0.69,0.653,NA,NA,NA,0.343,0.356,0.374,0.826,0.838,0.853,0.028,0.038,0.057,0,0,0,0,0,0,176,176,176,176,176,176,176,176,176,0,0,0,NA,NA,NA
"by order",30,9,0.871,0.871,0.871,-0.033,-0.003,12,166,-0.664,0.66,NA,NA,NA,0.36,0.36,0.36,0.844,0.844,0.844,0.028,0.028,0.028,0,0,0,0,0,0,176,176,176,176,176,176,176,176,176,0,0,0,NA,NA,NA
"by order",40,3,0.288,0.678,0.791,-0.349,-0.371,88,158,-0.871,0.093,NA,NA,NA,0.248,0.32,1.47,0.678,0.784,0.991,0.051,0.174,0.378,0,0,0,0,0.702,6,156,174.452,176,156,174.452,176,156,174.452,176,0,0.845,14,NA,NA,NA
"by order",40,4,0.24,0.752,0.836,-0.274,-0.283,88,73,-0.848,0.4,NA,NA,NA,0.269,0.366,1.477,0.756,0.823,0.992,0.034,0.105,0.286,0,0,0,0,0.294,2,173,175.516,176,173,175.516,176,173,175.516,176,0,0.19,2,NA,NA,NA
"by order",40,5,0.721,0.813,0.864,-0.214,-0.209,88,166,-0.824,0.384,NA,NA,NA,0.284,0.317,0.412,0.795,0.834,0.903,0.023,0.067,0.199,0,0,0,0,0.175,2,174,175.77,176,174,175.77,176,174,175.77,176,0,0.056,1,NA,NA,NA
"by order",40,6,0.777,0.849,0.893,-0.157,-0.139,88,166,-0.801,0.487,NA,NA,NA,0.297,0.322,0.38,0.82,0.846,0.89,0.017,0.044,0.108,0,0,0,0,0.083,1,175,175.905,176,175,175.905,176,175,175.905,176,0,0.012,1,NA,NA,NA
"by order",40,7,0.833,0.877,0.906,-0.105,-0.092,88,166,-0.778,0.557,NA,NA,NA,0.307,0.326,0.362,0.836,0.854,0.882,0.017,0.031,0.074,0,0,0,0,0.028,1,175,175.972,176,175,175.972,176,175,175.972,176,0,0,0,NA,NA,NA
"by order",40,8,0.866,0.899,0.913,-0.058,-0.045,88,166,-0.756,0.593,NA,NA,NA,0.32,0.33,0.346,0.852,0.861,0.874,0.017,0.025,0.028,0,0,0,0,0,0,176,176,176,176,176,176,176,176,176,0,0,0,NA,NA,NA
"by order",40,9,0.918,0.918,0.918,-0.015,0.001,88,166,-0.737,0.593,NA,NA,NA,0.333,0.333,0.333,0.865,0.865,0.865,0.023,0.023,0.023,0,0,0,0,0,0,176,176,176,176,176,176,176,176,176,0,0,0,NA,NA,NA
"by order",50,3,0.465,0.706,0.798,-0.349,-0.366,88,158,-0.87,0.084,NA,NA,NA,0.241,0.297,0.407,0.728,0.814,0.905,0.023,0.165,0.369,0,0,0,0,0.452,4,163,175.298,176,163,175.298,176,163,175.298,176,0,0.25,9,NA,NA,NA
